id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
27,Somewhat confident,R_7wsrMXVneTQihvt,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,Will the company tell customers if their data was stolen?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
28,Somewhat confident,R_1Bb46sXAIEaYJoc,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,I'm only willing if it would pay well,Somewhat safe,"What is the TEE stored on, and how is it protected?",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,Yes,I have a technical certification ,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
29,Completely confident,R_1fOhOljcNufcPhc,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,None,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0
30,Somewhat confident,R_7OeMZpm0jVaIJtp,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,0,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,Completely confident,R_7ltYmBXzmLnItae,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,n/a,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Somewhat confident,Smart security camera,Smart voice assistant,Would not,,Not at all safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",n/a,Medical-Simple,IoT-Complex,1,Hardware,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
32,Somewhat confident,R_3psQxOWcgbKJcfA,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Would not,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,Yes; as a researcher,I've read academically about it ,Yes,currently a student for it,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,Asian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Unsubstantial,Untechnical,No Prevents,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0
33,Completely confident,R_1EoAtAMTyDc5zsa,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,I do not have any,I have no questions,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,SAME,I have no questions,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,Asian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",none,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
34,Somewhat confident,R_19OdQEScuXCpTc5,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
35,Completely confident,R_7rluSxVBkBMj7Uq,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,None,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,Yes,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,Associates or technical degree,None,Medical-Simple,IoT-Complex,1,Trust,Technical,Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
36,Somewhat confident,R_61WW68IJQi7axi8,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,Somewhat confident,Smart light bulb,,Definitely would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,25-34 years old,Female,,Asian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
37,Somewhat confident,R_1dfLsoEciyPHImj,Somewhat confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,none,Definitely would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,Prevents,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0
38,Completely confident,R_3TApwxR0NjrtczL,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Male,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Complex,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
39,Somewhat confident,R_5RNUi22qTPEJYgp,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,What instances have there been where security measures in TEE's have failed?,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Unsubstantial,Untechnical,No Prevents,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,Somewhat confident,R_3W0KALYEQJ45tn3,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,None,Probably would change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,18-24 years old,Male,,White or Caucasian,,"Some college, but no degree",Nope,Medical-Simple,IoT-Complex,0,Trust,Technical,Prevents,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1
41,Somewhat confident,R_5ODLMs03e8SD9Jm,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Not at all confident,Not at all confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,Yes,medical billing specialist,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
42,Completely confident,R_325VcST03ZYcbYs,Somewhat confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,Yes,,No,,No,,No,,"Yes, I have used home automation, but not currently",,18-24 years old,Male,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Simple,0,Hardware,Technical,Prevents,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
43,Completely confident,R_12S3UkEpVdKeirv,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Completely safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,Black or African American,,Associates or technical degree,no,Medical-Complex,IoT-Complex,0,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
44,Somewhat confident,R_1guRonw5pN3D5Zg,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,Have TEEs ever been breached?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,Yes,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,0,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
45,Completely confident,R_5eBMIiciV6a9cD7,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,I dont have any questions.,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,Yes; as a researcher,,Yes,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,Somewhat confident,R_5DvxSXDCHDXAVPu,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,Same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Female,,White or Caucasian,,"Some college, but no degree",None,Medical-Complex,IoT-Simple,1,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,Completely confident,R_5qEVBJnwzUX0Y8N,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,"I get that the program is safe from other possibly malicious programs, but what about hackers.",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,Black or African American,,Bachelor’s degree,,Medical-Simple,IoT-Simple,0,Trust,Technical,Prevents,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
48,Somewhat confident,R_6SRfLfdOaqOsyuR,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Completely safe,"When you say that the data is isolated, I presume that means that the researches cannot use any other programs at the same time? (i.e. Email, Instant Messaging, the web, etc.)",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,"Same question as the previous question: can the people using my data also use email, instant messaging, screenshotting at the same time as they are handling my data?",Probably would not change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0
49,Completely confident,R_5pNYuLOmKRC3Ye5,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,"Again, it would be about vulnerabilities. Are there any risks?",Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,"My first question would be about vulnerabilities. Even if it's existing as it does and isn't vulnerable to malicious software, is there any vulnerabilities? What happens if a screen recording software is used? Does it still show the data, or somehow censor it out? How are they working to combat such vulnerabilities?",Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,Some high school or less,"Nothing other than thanks for the chance to participate and good luck with your study. My responses were made with my full attention on the study, and I hope they are helpful to you! Best wishes.",Medical-Complex,IoT-Complex,0,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
50,Somewhat confident,R_63jqa64fVKoMes6,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,"No questions, I just don't fully trust it.",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Complex,1,Hardware,Technical,No Prevents,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
51,Completely confident,R_6Nh50bmZSZGiZjo,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,will my personalize data be used or will it be subject one describes symptoms such as or will it be subject Named?,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Not at all safe,seeing that anyone can use the data and everyone will have access to the data doesnt make me want to buy one,Probably would change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Completely confident,Somewhat confident,Not at all safe,No,,No,,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1
